City,RegionName,avg,zip,count,population,poverty_count,median_household_income,zipcode,poverty_rate,rooms
Aberdeen,28315,114560.25,28315,4,13700,2826,51725,28315,20.62773723,1 bedroom
Advance,27006,117300.2253,27006,2,14555,932,78095,27006,6.403297836,1 bedroom
Albemarle,28001,35063.4966,28001,8,26601,5208,45121,28001,19.57821135,1 bedroom
Angier,27501,126763.4271,27501,5,21299,2601,56338,27501,12.21184093,1 bedroom
Apex,27502,370912.2519,27502,7,40280,2248,110513,27502,5.580933466,1 bedroom
Apex,27523,311196.1528,27523,3,11629,685,102368,27523,5.890446298,1 bedroom
Archdale,27263,60614.32653,27263,5,22028,3042,44454,27263,13.80969675,1 bedroom
Arden,28704,115417.6357,28704,3,19060,1563,63223,28704,8.200419727,1 bedroom
Ash,28420,107827.9348,28420,2,3845,639,53519,28420,16.6189857,1 bedroom
Asheboro,27203,76841.70408,27203,8,21684,5360,34131,27203,24.71868659,1 bedroom
Asheboro,27205,70525.28231,27205,7,34517,5316,47008,27205,15.4011067,1 bedroom
Asheville,28801,213877.7238,28801,5,13683,3113,33504,28801,22.75085873,1 bedroom
Asheville,28803,142869.4926,28803,9,33756,3072,50475,28803,9.100604337,1 bedroom
Asheville,28804,123831.771,28804,2,22189,2553,59855,28804,11.50570102,1 bedroom
Asheville,28805,154801.2143,28805,3,19818,2187,49893,28805,11.03542234,1 bedroom
Asheville,28806,120884.0597,28806,12,42650,6165,46726,28806,14.45486518,1 bedroom
Atlantic,28511,98773.54545,28511,1,566,107,38125,28511,18.90459364,1 bedroom
Aurora,27806,38437.87692,27806,1,2664,490,37582,27806,18.39339339,1 bedroom
Bahama,27503,112793.0169,27503,1,6328,170,81016,27503,2.686472819,1 bedroom
Banner Elk,28604,65939.26871,28604,2,7635,918,51280,28604,12.02357564,1 bedroom
Barnardsville,28709,112784.545,28709,1,2302,175,47250,28709,7.602085143,1 bedroom
Bath,27808,84014.84,27808,1,1939,169,48079,27808,8.715832904,1 bedroom
Beaufort,28516,136203.5,28516,4,11268,1665,48668,28516,14.77635783,1 bedroom
Belmont,28012,86025.90099,28012,7,22968,2135,66910,28012,9.295541623,1 bedroom
Benson,27504,95764.63905,27504,5,15182,3153,46944,27504,20.76801475,1 bedroom
Bessemer City,28016,47195.71111,28016,5,13046,2484,44313,28016,19.04031887,1 bedroom
Black Mountain,28711,126876.6704,28711,3,13398,880,45329,28711,6.568144499,1 bedroom
Blowing Rock,28605,182799.8673,28605,1,3428,375,60172,28605,10.93932322,1 bedroom
Boiling Spring Lakes,28461,153726.2915,28461,4,19897,1471,64418,28461,7.393074333,1 bedroom
Bolivia,28422,142156.2921,28422,4,8404,1810,45183,28422,21.53736316,1 bedroom
Boone,28607,111977.5306,28607,5,35523,10533,41143,28607,29.65121189,1 bedroom
Bostic,28018,92208.81973,28018,3,4699,757,36108,28018,16.1098106,1 bedroom
Brevard,28712,139252.8525,28712,6,20017,2894,46490,28712,14.45771095,1 bedroom
Brevard,28772,116456.6413,28772,3,1061,51,45670,28772,4.806786051,1 bedroom
Broadway,27505,53884.97015,27505,1,5862,898,47696,27505,15.31900375,1 bedroom
Browns Summit,27214,93873.29825,27214,3,10773,781,67895,27214,7.249605495,1 bedroom
Bunn,27508,103332.9454,27508,3,1326,163,42981,27508,12.29260935,1 bedroom
Burgaw,28425,91913.84375,28425,6,11634,2161,40211,28425,18.57486677,1 bedroom
Burlington,27215,72631.19802,27215,8,41204,6435,47420,27215,15.61741578,1 bedroom
Burlington,27217,63616.90909,27217,7,37624,7957,40114,27217,21.14873485,1 bedroom
Buxton,27920,175527.5366,27920,2,1327,542,48796,27920,40.84400904,1 bedroom
Cameron,28326,96156.17949,28326,5,23385,3280,61299,28326,14.0260851,1 bedroom
Candler,28715,124333.5263,28715,5,26318,3319,53594,28715,12.61114066,1 bedroom
Canton,28716,96971.13587,28716,5,17807,2681,49018,28716,15.0558769,1 bedroom
Carolina Beach,28428,177171.7622,28428,1,6533,603,71250,28428,9.230062758,1 bedroom
Carrboro,27510,169348.0418,27510,3,15528,2471,53155,27510,15.91318908,1 bedroom
Cary,27511,219998.85,27511,7,34525,3653,74339,27511,10.5807386,1 bedroom
Cary,27513,95004.78231,27513,7,44821,2443,92858,27513,5.450570045,1 bedroom
Cary,27519,240143.1559,27519,11,55111,1916,130337,27519,3.476619913,1 bedroom
Cashiers,28717,290982.4946,28717,3,1640,240,41108,28717,14.63414634,1 bedroom
Castle Hayne,28429,140281.5027,28429,3,7525,707,49346,28429,9.395348837,1 bedroom
Catawba,28609,91692.83806,28609,3,5788,467,59495,28609,8.068417415,1 bedroom
Chapel Hill,27514,202618.4854,27514,5,32304,3901,70849,27514,12.07590391,1 bedroom
Chapel Hill,27516,208153,27516,13,41551,5747,85615,27516,13.8311954,1 bedroom
Chapel Hill,27517,204165.7868,27517,5,24092,2085,84940,27517,8.654325087,1 bedroom
Charlotte,28202,176557,28202,4,12745,1354,90972,28202,10.62377403,1 bedroom
Charlotte,28203,168895.375,28203,2,15946,2313,81094,28203,14.50520507,1 bedroom
Charlotte,28204,161566.8129,28204,3,6725,1148,61700,28204,17.07063197,1 bedroom
Charlotte,28205,129539.1009,28205,11,48539,10702,49378,28205,22.04824986,1 bedroom
Charlotte,28206,167634.7055,28206,6,11919,3480,31617,28206,29.19708029,1 bedroom
Charlotte,28207,137901.3912,28207,2,9539,485,129886,28207,5.084390397,1 bedroom
Charlotte,28208,86791.02703,28208,11,39700,9954,34925,28208,25.07304786,1 bedroom
Charlotte,28209,134180.4524,28209,6,22694,2830,72535,28209,12.47025646,1 bedroom
Charlotte,28210,85725.9898,28210,8,48304,5086,68692,28210,10.52914872,1 bedroom
Charlotte,28211,143617.9965,28211,8,30789,3507,84366,28211,11.39043165,1 bedroom
Charlotte,28212,51819.10544,28212,8,45694,11593,39439,28212,25.37094586,1 bedroom
Charlotte,28213,67535.86139,28213,4,40724,8142,43984,28213,19.99312445,1 bedroom
Charlotte,28214,75372.57759,28214,8,41356,5248,60837,28214,12.68981526,1 bedroom
Charlotte,28215,95981.46358,28215,10,62533,10998,50305,28215,17.58751379,1 bedroom
Charlotte,28216,82663.08163,28216,8,51116,7238,48647,28216,14.15994992,1 bedroom
Charlotte,28217,67336.33333,28217,3,29410,6806,49230,28217,23.14178851,1 bedroom
Charlotte,28226,98735.24,28226,2,39631,2604,94492,28226,6.570613913,1 bedroom
Charlotte,28269,116392.2323,28269,10,76811,5341,64803,28269,6.953431149,1 bedroom
Charlotte,28270,98745,28270,3,35059,1273,95224,28270,3.631021992,1 bedroom
Charlotte,28273,130532.3841,28273,10,39483,3705,63687,28273,9.383785427,1 bedroom
Charlotte,28278,405089.6667,28278,4,27286,1257,90282,28278,4.606758044,1 bedroom
Cherryville,28021,54751.1039,28021,4,13991,1864,45606,28021,13.3228504,1 bedroom
China Grove,28023,84262.74118,28023,7,15623,2442,54626,28023,15.63080074,1 bedroom
Chocowinity,27817,52637.74,27817,3,7773,1391,50526,27817,17.89527853,1 bedroom
Clayton,27527,110360.3162,27527,4,23160,1307,87313,27527,5.643350604,1 bedroom
Clemmons,27012,80968.38462,27012,4,27478,1580,80045,27012,5.750054589,1 bedroom
Cleveland,27013,167493.4848,27013,2,6135,871,51372,27013,14.19722901,1 bedroom
Climax,27233,93305.25373,27233,1,3643,168,67278,27233,4.611583859,1 bedroom
Clyde,28721,148147.9399,28721,4,10152,1622,46290,28721,15.97714736,1 bedroom
Collettsville,28611,52360.74691,28611,1,1162,171,61810,28611,14.71600688,1 bedroom
Columbia,27925,43228.38235,27925,3,3991,863,37674,27925,21.62365322,1 bedroom
Concord,28025,66441.47584,28025,14,54829,8376,54774,28025,15.27658721,1 bedroom
Concord,28027,81460.7517,28027,17,63423,4694,71067,28027,7.401100547,1 bedroom
Conover,28613,69111.91837,28613,5,22233,3053,54585,28613,13.73184006,1 bedroom
Cooleemee,27014,36236.14557,27014,1,854,260,37143,27014,30.44496487,1 bedroom
Cornelius,28031,103170.7313,28031,5,27460,2034,89823,28031,7.407137655,1 bedroom
Corolla,27927,151579.4545,27927,1,932,89,65795,27927,9.549356223,1 bedroom
Cove City,28523,125615.8533,28523,1,2364,299,62533,28523,12.64805415,1 bedroom
Cramerton,28032,119812.8667,28032,1,3296,570,59071,28032,17.29368932,1 bedroom
Creedmoor,27522,134212.6667,27522,7,11861,1133,65589,27522,9.552314307,1 bedroom
Cullowhee,28723,162275.0054,28723,1,11182,2562,33180,28723,22.91182257,1 bedroom
Currituck,27929,211634.8556,27929,1,1711,104,80185,27929,6.078316774,1 bedroom
Dallas,28034,68825.46468,28034,5,17327,2486,46423,28034,14.34755007,1 bedroom
Danbury,27016,43991.38647,27016,1,1395,145,50263,27016,10.39426523,1 bedroom
Davidson,28036,147217.3736,28036,2,17824,700,117685,28036,3.927289048,1 bedroom
Denton,27239,121524.5902,27239,3,9066,1268,48091,27239,13.98632252,1 bedroom
Denver,28037,157054.9966,28037,6,20110,1449,75516,28037,7.205370462,1 bedroom
Dobson,27017,83150.15702,27017,6,9236,1461,41201,27017,15.81853616,1 bedroom
Dudley,28333,27601.39333,28333,3,11075,4797,30172,28333,43.31376975,1 bedroom
Dunn,28334,72311.02273,28334,7,24780,6009,36751,28334,24.24939467,1 bedroom
Durham,27701,159264.021,27701,8,22849,6448,36606,27701,28.22005339,1 bedroom
Durham,27703,164671.6263,27703,13,51163,7943,60438,27703,15.52489103,1 bedroom
Durham,27704,145841.5085,27704,12,39281,8620,46720,27704,21.94445152,1 bedroom
Durham,27705,97273.81495,27705,5,49019,7336,52256,27705,14.96562557,1 bedroom
Durham,27707,129850.1993,27707,15,51168,8112,51851,27707,15.85365854,1 bedroom
Durham,27712,121250.4804,27712,6,21100,1024,83418,27712,4.853080569,1 bedroom
East Bend,27018,103547.36,27018,5,7714,850,45714,27018,11.01892663,1 bedroom
East Flat Rock,28726,95163.15152,28726,3,3219,272,36054,28726,8.449829139,1 bedroom
Eden,27288,29131.36364,27288,7,23689,4768,37384,27288,20.12748533,1 bedroom
Efland,27243,175964.5732,27243,2,4431,276,66975,27243,6.228842248,1 bedroom
Elkin,28621,71831.00877,28621,4,10499,1835,47034,28621,17.47785503,1 bedroom
Ellenboro,28040,69466.85375,28040,1,7738,1283,38957,28040,16.58051176,1 bedroom
Elm City,27822,64023.51087,27822,4,8459,1215,47181,27822,14.36339993,1 bedroom
Elon,27244,91143.04545,27244,4,15535,2031,57511,27244,13.07370454,1 bedroom
Enfield,27823,19602.89394,27823,3,7890,2148,31951,27823,27.2243346,1 bedroom
Erwin,28339,71928.14286,28339,3,7357,1380,40464,28339,18.75764578,1 bedroom
Fairmont,28340,21350.40909,28340,5,9657,2775,30026,28340,28.73563218,1 bedroom
Fairview,28730,147682.8805,28730,1,9248,649,62995,28730,7.017733564,1 bedroom
Fayetteville,28303,54706.82,28303,9,29414,5981,39896,28303,20.33385463,1 bedroom
Fayetteville,28304,94341.84615,28304,15,36404,6624,48358,28304,18.19580266,1 bedroom
Fayetteville,28306,90078.05769,28306,11,41944,7119,51597,28306,16.97263017,1 bedroom
Fayetteville,28311,68732.96053,28311,6,35641,5681,47534,28311,15.93950787,1 bedroom
Fayetteville,28312,67491.17266,28312,4,19196,3435,44683,28312,17.89435299,1 bedroom
Ferguson,28624,81957.21429,28624,1,1339,300,32432,28624,22.40477969,1 bedroom
Flat Rock,28731,140581.9031,28731,2,8354,792,55611,28731,9.480488389,1 bedroom
Fletcher,28732,127955.3704,28732,2,17479,1305,59993,28732,7.46610218,1 bedroom
Forest City,28043,46465.05442,28043,7,21075,5102,35484,28043,24.20877817,1 bedroom
Four Oaks,27524,76601.23913,27524,3,13916,2157,48052,27524,15.50014372,1 bedroom
Franklinton,27525,61572.29891,27525,5,14323,2295,51570,27525,16.0231795,1 bedroom
Franklinville,27248,79682.17054,27248,2,4249,396,44832,27248,9.319839962,1 bedroom
Fuquay Varina,27526,126872.0313,27526,6,47425,4218,76880,27526,8.894043226,1 bedroom
Garner,27529,117301.0782,27529,12,48833,5650,60801,27529,11.57004485,1 bedroom
Gaston,27832,22796.8972,27832,5,3001,507,36089,27832,16.89436854,1 bedroom
Gastonia,28052,55154.64,28052,13,35302,9109,36243,28052,25.80307065,1 bedroom
Gastonia,28054,75513.5,28054,7,37335,5830,43422,28054,15.61537431,1 bedroom
Germanton,27019,68857.87407,27019,1,4139,267,57075,27019,6.450833535,1 bedroom
Gibson,28343,19538.28889,28343,1,1404,315,39531,28343,22.43589744,1 bedroom
Gibsonville,27249,86086.51961,27249,3,12447,1961,54516,27249,15.75480035,1 bedroom
Gold Hill,28071,109264.0184,28071,1,2649,412,43551,28071,15.55303888,1 bedroom
Goldsboro,27530,54882.44667,27530,14,38865,9883,36283,27530,25.42904927,1 bedroom
Goldsboro,27534,79557.96644,27534,8,32233,3971,48270,27534,12.31967239,1 bedroom
Graham,27253,77432.71212,27253,11,30544,5421,44902,27253,17.74816658,1 bedroom
Granite Falls,28630,66287.51661,28630,6,20007,3167,50190,28630,15.82945969,1 bedroom
Greensboro,27301,78411.62016,27301,4,8826,734,62490,27301,8.316338092,1 bedroom
Greensboro,27401,87159.72109,27401,11,22105,4033,35153,27401,18.24474101,1 bedroom
Greensboro,27403,78634.36054,27403,4,22569,5026,45566,27403,22.26948469,1 bedroom
Greensboro,27405,53138.79932,27405,12,48990,12116,36462,27405,24.73157787,1 bedroom
Greensboro,27406,65929.66359,27406,17,63465,14973,41097,27406,23.59253132,1 bedroom
Greensboro,27407,75232.85714,27407,7,50288,8412,48127,27407,16.72764874,1 bedroom
Greensboro,27408,115750.8056,27408,7,18090,1797,63965,27408,9.933665008,1 bedroom
Greensboro,27410,64190.04762,27410,12,55519,4518,65755,27410,8.137754643,1 bedroom
Greensboro,27455,88045.6,27455,6,29020,1968,73263,27455,6.781529979,1 bedroom
Greenville,27834,64494.72081,27834,10,56458,15413,36360,27834,27.29993978,1 bedroom
Greenville,27858,69108.92973,27858,9,59652,15047,44751,27858,25.22463622,1 bedroom
Grifton,28530,40381.72535,28530,1,6457,1111,36357,28530,17.20613288,1 bedroom
Halifax,27839,38388.78788,27839,2,3503,406,31051,27839,11.59006566,1 bedroom
Hampstead,28443,170358.8387,28443,5,22138,1933,64317,28443,8.731592736,1 bedroom
Harkers Island,28531,210462.5732,28531,1,1361,181,51111,28531,13.29904482,1 bedroom
Harmony,28634,93317.07317,28634,1,5230,1047,46447,28634,20.01912046,1 bedroom
Harrisburg,28075,165295.3188,28075,4,18621,827,99075,28075,4.441222276,1 bedroom
Havelock,28532,92782.20994,28532,9,22205,2741,50634,28532,12.34406665,1 bedroom
Haw River,27258,65542.57576,27258,1,7011,862,47336,27258,12.29496505,1 bedroom
Henderson,27536,20462.80769,27536,7,16421,4882,29021,27536,29.73022349,1 bedroom
Hendersonville,28739,123363.9674,28739,1,21474,2160,53965,28739,10.05867561,1 bedroom
Hendersonville,28791,127976.5517,28791,5,14954,1160,53964,28791,7.75712184,1 bedroom
Hendersonville,28792,113805.4621,28792,9,34945,5441,45629,28792,15.57018171,1 bedroom
Hertford,27944,125973.6667,27944,2,11969,1862,46240,27944,15.55685521,1 bedroom
Hertford,27980,27082.46667,27980,1,1758,67,47946,27980,3.811149033,1 bedroom
Hickory,28601,65990.085,28601,12,51706,6977,50821,28601,13.49359842,1 bedroom
Hickory,28602,52596.26316,28602,5,29105,4340,47493,28602,14.91152723,1 bedroom
High Point,27235,79649.376,27235,1,4557,147,89214,27235,3.225806452,1 bedroom
High Point,27260,35970.60465,27260,6,25761,8719,27361,27260,33.8457358,1 bedroom
High Point,27262,42533.81395,27262,9,24379,5009,39276,27262,20.54637188,1 bedroom
High Point,27265,86097.21769,27265,9,50139,4609,60518,27265,9.192445003,1 bedroom
High Point,27282,70942.72789,27282,7,17835,1576,68967,27282,8.836557331,1 bedroom
Hillsborough,27278,153718.9658,27278,12,26054,2705,71657,27278,10.38228295,1 bedroom
Holden Beach,28462,91927.31884,28462,2,12659,1842,41243,28462,14.55091239,1 bedroom
Holly Springs,27540,129089.5351,27540,7,37520,1668,102268,27540,4.445628998,1 bedroom
Hope Mills,28348,108473.5385,28348,10,35673,4681,53090,28348,13.121969,1 bedroom
Hot Springs,28743,185640.1273,28743,1,1987,580,38018,28743,29.18973327,1 bedroom
Hubert,28539,119603.281,28539,1,15623,2282,52782,28539,14.60666965,1 bedroom
Hudson,28638,53125.55797,28638,6,11698,2024,41701,28638,17.30210292,1 bedroom
Huntersville,28078,156846.1973,28078,12,60107,2987,95874,28078,4.96947111,1 bedroom
Hurdle Mills,27541,169469.9667,27541,1,3718,548,64038,27541,14.73910705,1 bedroom
Indian Trail,28079,179665.9961,28079,7,36737,2317,78407,28079,6.30699295,1 bedroom
Iron Station,28080,113927.5455,28080,2,7941,1505,53811,28080,18.95227301,1 bedroom
Jackson,27845,37942.63636,27845,1,2876,598,33750,27845,20.79276773,1 bedroom
Jarvisburg,27947,124852.7727,27947,1,1431,60,50417,27947,4.192872117,1 bedroom
Kannapolis,28081,71581.38435,28081,5,27557,5044,49743,28081,18.30387923,1 bedroom
Kannapolis,28083,58997.22222,28083,5,25540,3610,48103,28083,14.13469068,1 bedroom
Kenly,27542,95631.87132,27542,2,9953,1896,46332,27542,19.0495328,1 bedroom
Kernersville,27284,64707.4966,27284,14,54413,6184,61071,27284,11.36493117,1 bedroom
Kill Devil Hills,27948,150197.4207,27948,3,11118,1110,57445,27948,9.983810038,1 bedroom
King,27021,59637.69283,27021,6,17539,2407,50123,27021,13.72370147,1 bedroom
Kings Mountain,28086,49430.7619,28086,7,25037,4397,42571,28086,17.56200823,1 bedroom
Kinston,28501,14933.51892,28501,6,18334,5857,30053,28501,31.94611105,1 bedroom
Kinston,28504,70544.00467,28504,6,21852,3816,47856,28504,17.46293245,1 bedroom
Kittrell,27544,115079.7746,27544,1,5027,890,56382,27544,17.70439626,1 bedroom
Kitty Hawk,27949,269499.5767,27949,1,7532,331,78191,27949,4.394583112,1 bedroom
Knightdale,27545,171873.3103,27545,5,27186,1815,63683,27545,6.676230413,1 bedroom
Knotts Island,27950,143301.9205,27950,1,2073,252,58821,27950,12.15629522,1 bedroom
La Grange,28551,46645.99482,28551,3,15104,2366,37293,28551,15.66472458,1 bedroom
Lake Lure,28746,83343.15873,28746,1,2371,140,60400,28746,5.904681569,1 bedroom
Lake Lure,28756,109436.1098,28756,3,4715,264,49452,28756,5.599151644,1 bedroom
Lake Toxaway,28747,163448.4699,28747,1,2243,397,36653,28747,17.69950959,1 bedroom
Laurel Hill,28351,23728.51111,28351,2,4698,873,36949,28351,18.58237548,1 bedroom
Laurinburg,28352,16766.14444,28352,10,25760,6870,33657,28352,26.66925466,1 bedroom
Lawsonville,27022,64679.20667,27022,2,1099,50,41078,27022,4.549590537,1 bedroom
Leicester,28748,110107.0037,28748,1,12613,1974,46075,28748,15.65051931,1 bedroom
Leland,28451,87612.76812,28451,5,33435,4738,55357,28451,14.17077912,1 bedroom
Lenoir,28645,71694.7375,28645,13,46604,8246,38697,28645,17.69376019,1 bedroom
Lewisville,27023,101353.2971,27023,1,13088,911,75208,27023,6.960574572,1 bedroom
Lexington,27292,92962.1378,27292,16,39649,7520,41315,27292,18.96643043,1 bedroom
Lexington,27295,56526.40221,27295,11,38511,5256,49195,27295,13.64804861,1 bedroom
Liberty,27298,74274.61039,27298,3,10052,1586,45095,27298,15.77795464,1 bedroom
Lillington,27546,84648.66667,27546,5,21313,3777,48737,27546,17.72157838,1 bedroom
Lincolnton,28092,68005.10329,28092,15,39710,7532,47971,28092,18.96751448,1 bedroom
Littleton,27850,126390.8222,27850,2,7244,987,42176,27850,13.62506902,1 bedroom
Locust,28097,118813.4164,28097,2,6074,628,57782,28097,10.33915048,1 bedroom
Lowgap,27024,35904.67544,27024,1,3148,557,41161,27024,17.69377382,1 bedroom
Lucama,27851,40404.00667,27851,2,5356,892,48547,27851,16.65421957,1 bedroom
Lumberton,28358,26707.39394,28358,13,38760,10467,37858,28358,27.00464396,1 bedroom
Lumberton,28360,32146.36364,28360,3,14931,3443,37608,28360,23.0594066,1 bedroom
Madison,27025,65247.73665,27025,4,11387,1287,47147,27025,11.30236234,1 bedroom
Maiden,28650,58559.02358,28650,4,11106,1458,50092,28650,13.1280389,1 bedroom
Manteo,27954,188853.547,27954,3,7389,372,52626,27954,5.034510759,1 bedroom
Marion,28752,57886.7549,28752,11,30591,4972,41632,28752,16.25314635,1 bedroom
Mars Hill,28754,131502.8667,28754,2,10138,1781,45428,28754,17.56756757,1 bedroom
Marshall,28753,121808.5191,28753,4,9937,1411,40883,28753,14.19945658,1 bedroom
Marshville,28103,125787.2981,28103,4,11397,1096,55116,28103,9.616565763,1 bedroom
Matthews,28105,162866.7415,28105,9,45786,3056,75329,28105,6.674529332,1 bedroom
Maxton,28364,26945.9697,28364,4,15183,4610,33462,28364,30.36290588,1 bedroom
Mayodan,27027,47163.73826,27027,1,4382,889,32183,27027,20.28753994,1 bedroom
Maysville,28555,101214.1746,28555,2,4767,1124,47527,28555,23.57877072,1 bedroom
Mebane,27302,95075.30396,27302,7,31331,4022,56230,27302,12.83712617,1 bedroom
Midland,28107,147641.7108,28107,1,7380,616,70086,28107,8.346883469,1 bedroom
Millers Creek,28651,83666.76522,28651,2,7419,1829,35919,28651,24.65291818,1 bedroom
Mills River,28759,153459.1229,28759,2,7488,547,63547,28759,7.305021368,1 bedroom
Minnesott Beach,28510,113969.6754,28510,1,1503,77,57381,28510,5.123087159,1 bedroom
Mint Hill,28227,69558.47959,28227,8,55769,6836,57752,28227,12.25770589,1 bedroom
Mocksville,27028,80858.74054,27028,9,26044,4497,48167,27028,17.26693288,1 bedroom
Moncure,27559,144675.9528,27559,1,2225,153,68264,27559,6.876404494,1 bedroom
Monroe,28110,129328.4515,28110,13,53520,7503,57969,28110,14.0190583,1 bedroom
Monroe,28112,105648.3296,28112,10,26999,3806,52745,28112,14.0968184,1 bedroom
Mooresboro,28114,44542.55782,28114,1,7139,1588,38944,28114,22.24401177,1 bedroom
Mooresville,28115,95200.44403,28115,12,37023,3765,62252,28115,10.16935419,1 bedroom
Mooresville,28117,362145.2022,28117,7,39278,2376,85591,28117,6.049187841,1 bedroom
Moravian Falls,28654,81893.5303,28654,2,3100,261,45081,28654,8.419354839,1 bedroom
Morehead City,28557,124724.2543,28557,6,15204,1663,54528,28557,10.93791108,1 bedroom
Mount Airy,27030,53672.44022,27030,11,35843,6440,36859,27030,17.96724605,1 bedroom
Mount Airy,27053,65692.18433,27053,2,2973,345,44967,27053,11.60443996,1 bedroom
Mount Holly,28120,76505.97345,28120,5,21119,2111,56234,28120,9.995738435,1 bedroom
Mount Pleasant,28124,82258.21429,28124,3,6192,514,59167,28124,8.301033592,1 bedroom
Moyock,27958,180063.73,27958,2,10988,745,84575,27958,6.780123771,1 bedroom
Nags Head,27959,298022.0733,27959,2,2908,238,58803,27959,8.18431912,1 bedroom
New Bern,28560,100748.5204,28560,5,27590,5108,46133,28560,18.51395433,1 bedroom
New Bern,28562,99649.50373,28562,8,38598,3744,57592,28562,9.699984455,1 bedroom
Newport,28570,126907.1259,28570,5,21590,2585,51569,28570,11.97313571,1 bedroom
Newton,28658,57760.31293,28658,9,27479,3471,46977,28658,12.63146403,1 bedroom
North Wilkesboro,28659,78461.70652,28659,4,21229,5178,33832,28659,24.39116303,1 bedroom
Norwood,28128,69462.2517,28128,4,7056,883,45689,28128,12.51417234,1 bedroom
Oak Ridge,27310,139166.5275,27310,1,7290,153,117039,27310,2.098765432,1 bedroom
Oakboro,28129,61650.27568,28129,2,5287,433,50609,28129,8.189899754,1 bedroom
Old Fort,28762,86253.92157,28762,1,6958,1546,37845,28762,22.21902846,1 bedroom
Olin,28660,88938.09091,28660,2,1878,162,45165,28660,8.626198083,1 bedroom
Oxford,27565,65052.91497,27565,10,25375,3947,47056,27565,15.5546798,1 bedroom
Parkton,28371,51789.90909,28371,1,7249,1331,50523,28371,18.36115326,1 bedroom
Pembroke,28372,42459.77273,28372,5,14022,3627,29399,28372,25.86649551,1 bedroom
Pikeville,27863,93184.67333,27863,3,12855,1560,56724,27863,12.13535589,1 bedroom
Pilot Mountain,27041,82779.69022,27041,4,7947,1439,41771,27041,18.10746194,1 bedroom
Pine Hall,27042,56487.57778,27042,1,610,17,55156,27042,2.786885246,1 bedroom
Pinehurst,28374,104462.05,28374,1,17190,443,82312,28374,2.577079697,1 bedroom
Pinetops,27864,143296.7107,27864,3,4911,871,40455,27864,17.73569538,1 bedroom
Pinetown,27865,41068.88356,27865,2,2168,290,63917,27865,13.37638376,1 bedroom
Pineville,28134,122646.3125,28134,2,11049,1201,57047,28134,10.86976197,1 bedroom
Pinnacle,27043,86661.83922,27043,2,7094,884,51510,27043,12.46123485,1 bedroom
Pittsboro,27312,153537.957,27312,4,20368,1706,72315,27312,8.375883739,1 bedroom
Pleasant Garden,27313,78490.07483,27313,1,7134,645,61914,27313,9.041211102,1 bedroom
Pollocksville,28573,61365.63415,28573,1,2053,491,44083,28573,23.91622017,1 bedroom
Poplar Branch,27965,135990.6769,27965,1,693,147,41250,27965,21.21212121,1 bedroom
Raleigh,27601,247360.0278,27601,6,10445,2737,36781,27601,26.20392532,1 bedroom
Raleigh,27603,201543.8435,27603,6,53803,9560,64087,27603,17.76852592,1 bedroom
Raleigh,27604,114102.9694,27604,6,47761,6634,58626,27604,13.88999393,1 bedroom
Raleigh,27605,136637.9762,27605,4,5490,725,62479,27605,13.20582878,1 bedroom
Raleigh,27606,160327.7313,27606,11,46589,8967,51959,27606,19.24703256,1 bedroom
Raleigh,27607,310760.7368,27607,4,29536,2870,77092,27607,9.71695558,1 bedroom
Raleigh,27608,235759.381,27608,3,11054,534,107875,27608,4.830830469,1 bedroom
Raleigh,27609,154739.281,27609,6,32870,3395,58983,27609,10.32856708,1 bedroom
Raleigh,27610,135347.7347,27610,14,78475,15074,50092,27610,19.20866518,1 bedroom
Raleigh,27612,114800.2119,27612,5,38748,3218,76765,27612,8.304944771,1 bedroom
Raleigh,27613,196474.7758,27613,5,42933,1760,96185,27613,4.09941071,1 bedroom
Raleigh,27614,157287.72,27614,10,33287,1239,106469,27614,3.722173822,1 bedroom
Raleigh,27615,107875.6323,27615,8,43461,2412,82214,27615,5.549803272,1 bedroom
Raleigh,27616,131526.1871,27616,7,53364,6027,68084,27616,11.29413087,1 bedroom
Raleigh,27617,121270.8684,27617,1,18856,1178,83309,27617,6.247348324,1 bedroom
Ramseur,27316,69824.62,27316,4,7157,1765,39570,27316,24.66117088,1 bedroom
Randleman,27317,68522.11579,27317,4,16640,2666,43754,27317,16.02163462,1 bedroom
Red Oak,27809,88520.01852,27809,4,5083,932,47940,27809,18.33562857,1 bedroom
Red Springs,28377,30370.21212,28377,4,12933,4682,28176,28377,36.20196397,1 bedroom
Reidsville,27320,51612.98876,27320,13,38634,6678,41771,27320,17.28529275,1 bedroom
Rennert,28386,30538.0303,28386,1,5997,2230,31092,28386,37.1852593,1 bedroom
Richfield,28137,81133.8,28137,1,3248,189,52167,28137,5.818965517,1 bedroom
Richlands,28574,82911.31933,28574,4,18116,2502,49267,28574,13.8109958,1 bedroom
Roanoke Rapids,27870,21767.07955,27870,7,25792,6125,36287,27870,23.7476737,1 bedroom
Robbins,27325,84319.96552,27325,3,6767,1391,43333,27325,20.55563765,1 bedroom
Rockingham,28379,54083.27333,28379,8,24403,5713,36806,28379,23.41105602,1 bedroom
Rocky Mount,27801,55789.60884,27801,6,19737,5538,32346,27801,28.05897553,1 bedroom
Rocky Mount,27803,21498.19022,27803,3,18791,2851,47843,27803,15.17215688,1 bedroom
Rocky Mount,27804,41015.41398,27804,9,29938,3631,51385,27804,12.12839869,1 bedroom
